"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016054","GO:0016054","organic acid catabolic process","36/389","243/18842",0.148148148148148,7.17585451775683,14.0685287070858,1.21626030798504e-20,3.575805305476e-17,3.575805305476e-17,"AMDHD1/ALDH5A1/CRYL1/ECH1/ARG1/ABAT/HADHB/SDSL/AMT/BCKDHA/DLST/GSTZ1/ACOX1/LDHD/NAGK/ACOX3/SHMT2/PAH/ECI1/ASS1/ETFDH/GLS2/GCAT/AMDHD2/LDHB/GCSH/DECR2/HSD17B10/CROT/TAT/GPT/ACADM/HADH/PHYH/ACAA1/DBT",36
"GO:0046395","GO:0046395","carboxylic acid catabolic process","36/389","243/18842",0.148148148148148,7.17585451775683,14.0685287070858,1.21626030798504e-20,3.575805305476e-17,3.575805305476e-17,"AMDHD1/ALDH5A1/CRYL1/ECH1/ARG1/ABAT/HADHB/SDSL/AMT/BCKDHA/DLST/GSTZ1/ACOX1/LDHD/NAGK/ACOX3/SHMT2/PAH/ECI1/ASS1/ETFDH/GLS2/GCAT/AMDHD2/LDHB/GCSH/DECR2/HSD17B10/CROT/TAT/GPT/ACADM/HADH/PHYH/ACAA1/DBT",36
"GO:0044282","GO:0044282","small molecule catabolic process","42/389","359/18842",0.116991643454039,5.66672633923137,12.9618386597601,6.39719917935775e-20,1.25385103915412e-16,1.25385103915412e-16,"AMDHD1/ALDH5A1/CRYL1/ECH1/ARG1/ABAT/HADHB/SDSL/AMT/BCKDHA/DLST/ALDOB/GSTZ1/ACOX1/LDHD/NAGK/ACOX3/SHMT2/UPB1/PAH/ECI1/ASS1/ETFDH/GLS2/GALM/GCAT/AMDHD2/ACSS2/LDHB/GCSH/DECR2/HSD17B10/CROT/ENO3/TAT/GPT/PFKL/ACADM/HADH/PHYH/ACAA1/DBT",42
"GO:0006520","GO:0006520","amino acid metabolic process","32/389","271/18842",0.118081180811808,5.7195002798357,11.3620396681601,1.54175431044229e-15,2.26637883635017e-12,2.26637883635017e-12,"AMDHD1/ALDH5A1/FH/ARG1/PARK7/ABAT/ADI1/SDSL/FARSB/AMT/BCKDHA/DLST/GSTZ1/SHMT2/FARSA/UPB1/PAH/ASS1/GLS2/AGMAT/GCAT/GCSH/GSS/MTAP/HSD17B10/ACY1/TAT/GPT/P4HB/GNMT/DBT/ALDH18A1",32
"GO:0002181","GO:0002181","cytoplasmic translation","26/389","215/18842",0.12093023255814,5.85749985054104,10.4004912546738,4.29508825989131e-13,5.05102379363218e-10,5.05102379363218e-10,"EEF2/RPL31/RPL13/RPS15/RPL24/EIF2S3/RPL27A/RPL3/EIF3C/RPS6/EIF3H/RPS12/RPS20/VCP/CSDE1/RPL9/RPS19/RPS7/RPL28/RPL22/NPLOC4/RPS4X/RPL8/ABCE1/RPL23A/RPL36",26
"GO:0009063","GO:0009063","amino acid catabolic process","19/389","111/18842",0.171171171171171,8.29102109821904,11.1856865969835,1.27281156805222e-12,1.24735533669118e-09,1.24735533669118e-09,"AMDHD1/ALDH5A1/ARG1/ABAT/SDSL/AMT/BCKDHA/DLST/GSTZ1/SHMT2/PAH/ASS1/GLS2/GCAT/GCSH/HSD17B10/TAT/GPT/DBT",19
"GO:1901605","GO:1901605","alpha-amino acid metabolic process","24/389","193/18842",0.124352331606218,6.02325612371299,10.1842602065333,1.89963898301357e-12,1.5956967457314e-09,1.5956967457314e-09,"AMDHD1/ALDH5A1/FH/ARG1/PARK7/ADI1/SDSL/AMT/DLST/GSTZ1/SHMT2/PAH/ASS1/GLS2/AGMAT/GCAT/GCSH/MTAP/HSD17B10/TAT/GPT/P4HB/GNMT/ALDH18A1",24
"GO:1904872","GO:1904872","regulation of telomerase RNA localization to Cajal body","8/389","12/18842",0.666666666666667,32.2913453299057,15.7428364283266,1.41532250374406e-11,1.04026204025189e-08,1.04026204025189e-08,"EXOSC10/CCT3/CCT5/DKC1/CCT7/CCT8/CCT6A/TCP1",8
"GO:0170033","GO:0170033","L-amino acid metabolic process","20/389","159/18842",0.125786163522013,6.09270666601995,9.36304696640385,1.11490215166819e-10,7.28402739089882e-08,7.28402739089882e-08,"AMDHD1/ARG1/PARK7/ADI1/SDSL/DLST/GSTZ1/SHMT2/PAH/ASS1/GLS2/AGMAT/GCAT/MTAP/HSD17B10/TAT/GPT/P4HB/GNMT/ALDH18A1",20
"GO:0048193","GO:0048193","Golgi vesicle transport","28/389","319/18842",0.0877742946708464,4.25152509045781,8.50393774821008,1.29168052730261e-10,7.59508150053936e-08,7.59508150053936e-08,"COPA/VAPB/SEC24D/SPTBN1/RAB8A/MACF1/GOLGA5/SURF4/TRAPPC8/AP1G1/ARFGAP2/AP3M1/ACBD3/VCP/PSMD14/VAPA/ANXA13/AP2A1/SEC13/BCAP31/EPS15/TRIP11/SEC16A/VTI1B/GOLGA2/COPE/RAB1A/TMED9",28
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","33/389","438/18842",0.0753424657534247,3.64936436947565,8.1454656927592,1.60214976124797e-10,8.5642187237619e-08,8.5642187237619e-08,"UQCRB/DHTKD1/FH/UQCRH/PGD/PARK7/TKT/GBE1/H6PD/ACO2/IDH2/STBD1/DLST/NDUFA9/ALDOB/GAPDHS/ACOX1/PYGL/SHMT2/ACSS3/VCP/ETFDH/CYC1/SUCLG1/PGM2/UQCRC1/CROT/NDUFA2/ENO3/MDH1/SDHA/PFKL/ACADM",33
"GO:0170039","GO:0170039","proteinogenic amino acid metabolic process","19/389","152/18842",0.125,6.05462724935733,9.08446931172057,3.65640594813356e-10,1.79163891458544e-07,1.79163891458544e-07,"AMDHD1/ARG1/ADI1/SDSL/AMT/DLST/GSTZ1/SHMT2/PAH/ASS1/GLS2/AGMAT/GCAT/GCSH/MTAP/HSD17B10/TAT/GPT/ALDH18A1",19
"GO:0170040","GO:0170040","proteinogenic amino acid catabolic process","15/389","92/18842",0.16304347826087,7.89733989046608,9.62871184903655,6.22927530600326e-10,2.81754913840763e-07,2.81754913840763e-07,"AMDHD1/ARG1/SDSL/AMT/DLST/GSTZ1/SHMT2/PAH/ASS1/GLS2/GCAT/GCSH/HSD17B10/TAT/GPT",15
"GO:1903405","GO:1903405","protein localization to nuclear body","7/389","12/18842",0.583333333333333,28.2549271636675,13.7120937332631,1.09781215037992e-09,4.30342362948928e-07,4.30342362948928e-07,"CCT3/CCT5/DKC1/CCT7/CCT8/CCT6A/TCP1",7
"GO:1904867","GO:1904867","protein localization to Cajal body","7/389","12/18842",0.583333333333333,28.2549271636675,13.7120937332631,1.09781215037992e-09,4.30342362948928e-07,4.30342362948928e-07,"CCT3/CCT5/DKC1/CCT7/CCT8/CCT6A/TCP1",7
"GO:0090670","GO:0090670","RNA localization to Cajal body","8/389","19/18842",0.421052631578947,20.394533892572,12.2801878604506,1.9036070667638e-09,5.89116292240588e-07,5.89116292240588e-07,"EXOSC10/CCT3/CCT5/DKC1/CCT7/CCT8/CCT6A/TCP1",8
"GO:0090671","GO:0090671","telomerase RNA localization to Cajal body","8/389","19/18842",0.421052631578947,20.394533892572,12.2801878604506,1.9036070667638e-09,5.89116292240588e-07,5.89116292240588e-07,"EXOSC10/CCT3/CCT5/DKC1/CCT7/CCT8/CCT6A/TCP1",8
"GO:0090672","GO:0090672","telomerase RNA localization","8/389","19/18842",0.421052631578947,20.394533892572,12.2801878604506,1.9036070667638e-09,5.89116292240588e-07,5.89116292240588e-07,"EXOSC10/CCT3/CCT5/DKC1/CCT7/CCT8/CCT6A/TCP1",8
"GO:0090685","GO:0090685","RNA localization to nucleus","8/389","19/18842",0.421052631578947,20.394533892572,12.2801878604506,1.9036070667638e-09,5.89116292240588e-07,5.89116292240588e-07,"EXOSC10/CCT3/CCT5/DKC1/CCT7/CCT8/CCT6A/TCP1",8
"GO:1901606","GO:1901606","alpha-amino acid catabolic process","15/389","101/18842",0.148514851485149,7.19361653388989,9.0615377587579,2.38958448272755e-09,7.02537837921899e-07,7.02537837921899e-07,"AMDHD1/ARG1/SDSL/AMT/DLST/GSTZ1/SHMT2/PAH/ASS1/GLS2/GCAT/GCSH/HSD17B10/TAT/GPT",15
"GO:0072329","GO:0072329","monocarboxylic acid catabolic process","16/389","122/18842",0.131147540983607,6.35239580260441,8.61129563264862,4.49970264358986e-09,1.22679803691484e-06,1.22679803691484e-06,"CRYL1/ECH1/HADHB/ACOX1/LDHD/ACOX3/ECI1/ETFDH/LDHB/DECR2/HSD17B10/CROT/ACADM/HADH/PHYH/ACAA1",16
"GO:1990173","GO:1990173","protein localization to nucleoplasm","7/389","14/18842",0.5,24.2185089974293,12.6179712981145,4.59006068233442e-09,1.22679803691484e-06,1.22679803691484e-06,"CCT3/CCT5/DKC1/CCT7/CCT8/CCT6A/TCP1",7
"GO:0019395","GO:0019395","fatty acid oxidation","14/389","96/18842",0.145833333333333,7.06373179091688,8.64797804176673,1.04381335275059e-08,2.66853152790151e-06,2.66853152790151e-06,"ECH1/HADHB/ACOX1/ACOX3/ECI1/ETFDH/FABP3/DECR2/HSD17B10/CROT/ACADM/HADH/PHYH/ACAA1",14
"GO:0006635","GO:0006635","fatty acid beta-oxidation","12/389","67/18842",0.17910447761194,8.6752868050493,9.13766697402852,1.09182793358207e-08,2.67497843727607e-06,2.67497843727607e-06,"ECH1/HADHB/ACOX1/ACOX3/ECI1/ETFDH/DECR2/HSD17B10/CROT/ACADM/HADH/ACAA1",12
"GO:1904869","GO:1904869","regulation of protein localization to Cajal body","6/389","10/18842",0.6,29.0622107969152,12.8874485491485,1.45930482735319e-08,3.30027399416798e-06,3.30027399416798e-06,"CCT3/CCT5/CCT7/CCT8/CCT6A/TCP1",6
"GO:1904871","GO:1904871","positive regulation of protein localization to Cajal body","6/389","10/18842",0.6,29.0622107969152,12.8874485491485,1.45930482735319e-08,3.30027399416798e-06,3.30027399416798e-06,"CCT3/CCT5/CCT7/CCT8/CCT6A/TCP1",6
"GO:0006888","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","16/389","138/18842",0.115942028985507,5.61588614433143,7.90170239815387,2.70976019399518e-08,5.9012555335895e-06,5.9012555335895e-06,"COPA/VAPB/SEC24D/SURF4/TRAPPC8/ACBD3/VCP/VAPA/SEC13/BCAP31/TRIP11/SEC16A/GOLGA2/COPE/RAB1A/TMED9",16
"GO:0034440","GO:0034440","lipid oxidation","14/389","104/18842",0.134615384615385,6.5203678070002,8.19627179387049,2.98669614800841e-08,6.27206191081766e-06,6.27206191081766e-06,"ECH1/HADHB/ACOX1/ACOX3/ECI1/ETFDH/FABP3/DECR2/HSD17B10/CROT/ACADM/HADH/PHYH/ACAA1",14
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","27/389","383/18842",0.0704960835509138,3.41462006752267,6.93166223498049,3.1767493390907e-08,6.44113314270804e-06,6.44113314270804e-06,"UQCRB/DHTKD1/FH/UQCRH/PARK7/GBE1/ACO2/IDH2/STBD1/DLST/NDUFA9/ALDOB/GAPDHS/PYGL/SHMT2/VCP/ETFDH/CYC1/SUCLG1/PGM2/UQCRC1/NDUFA2/ENO3/MDH1/SDHA/PFKL/ACADM",27
"GO:0006790","GO:0006790","sulfur compound metabolic process","22/389","269/18842",0.0817843866171004,3.96139180627096,7.10271298668922,4.64500243150745e-08,9.1042047657546e-06,9.1042047657546e-06,"ADI1/ACOT9/BCKDHA/DLST/GSTZ1/MVK/AHCY/PPT2/SULT6B1/ACACA/SUOX/PMVK/HMGCS1/ACSL1/SUCLG1/ACSS2/GSS/MTAP/CROT/GNMT/FASN/DBT",22
