"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CABZ01073334.1.4",-2.62874498240814,10.6824178641178,-2.79739244761302,0.00808286449648603,0.0437456549213289,-2.6710779799563
"ACP2.2",2.85814323463147,11.2623729188996,2.79660552761757,0.00809911445812797,0.0437470930085822,-2.67284516293507
"OLA.26734",-2.67237109265615,11.094274965256,-2.79653056072625,0.00810066411621843,0.0437470930085822,-2.67301349927457
"FH.2",-3.03843484688515,11.3811531256193,-2.79606817420556,0.00811022831932366,0.0437513938523514,-2.67405171355619
"Nfu_g_1_010632.2",3.5140289098351,12.0509876966188,2.79453051940606,0.00814210949561212,0.0438258537194897,-2.67750348347548
"AGXTB.3",3.42072940796767,11.9595955510018,2.79423468089339,0.00814825666999935,0.0438258537194897,-2.67816745130632
"SSR1.3",-2.42226575990959,10.7087659398737,-2.79413257998181,0.0081503792087548,0.0438258537194897,-2.67839659202005
"MYL6.2",3.30364915062639,12.3343057296612,2.79358537330501,0.00816176366287659,0.04383982850135,-2.67962457374012
"LOC107385533.1",2.89737313179072,11.8791701870903,2.79096933075835,0.0082163943743782,0.0440858149765024,-2.68549309502851
"Nfu_g_1_006847",-2.63121122349452,10.3305986056703,-2.79020903539672,0.00823233530331108,0.0441239024312807,-2.68719799487954
"LOC107390538",2.37582802751563,10.9546315376904,2.78971700692922,0.00824266688047802,0.044131875250628,-2.68830117045127
"HP1BP3",-2.23024681424612,10.8203923636547,-2.78859023886067,0.00826637214504419,0.0442113579890359,-2.69082702644975
"AMT.1",2.73798729912388,11.4768596609601,2.78766175202606,0.0082859535727238,0.0442686384666936,-2.69290790977954
"Nfu_g_1_011311",-2.7937159564837,11.2065396939908,-2.78691582527151,0.00830171613510628,0.0443054155231875,-2.69457932730059
"RPL18A.1",2.98463659215582,10.9349339197217,2.78461059329975,0.00835060569545271,0.0445187205345182,-2.6997429158382
"ATP5H.4",3.35475159558174,11.8329128950249,2.7836630164606,0.00837077956115252,0.0445361953646184,-2.70186464266818
"TWF1A.1",2.03474797926814,10.3239342240236,2.78361825186639,0.0083717337178381,0.0445361953646184,-2.70196486401513
"NDUFS7.1",2.57156693534806,10.574394823656,2.78250613140683,0.00839547105456327,0.044542705028913,-2.7044544076387
"NAA40",-2.03937566551224,9.85275162422849,-2.78216162472011,0.00840283697054528,0.044542705028913,-2.70522547606887
"NARS.1",2.69403000242224,10.2746566248181,2.78207338093571,0.00840472468251648,0.044542705028913,-2.70542297184054
"METTL10.2",2.87845172374108,10.6815552552591,2.78150921816997,0.00841680258402583,0.044542705028913,-2.70668551299032
"cse1l",-2.457084179015,10.1906056795827,-2.78107561642293,0.00842609633475022,0.044542705028913,-2.7076557600702
"PDLIM5B",-2.2194023420514,10.8775983027968,-2.7807745778727,0.0084325543599642,0.044542705028913,-2.70832932079515
"FDPS.3",-2.28667187920453,10.484510531979,-2.78064003465481,0.00843544213473402,0.044542705028913,-2.70863034034387
"rps27.1",3.48453656758295,11.5120725634449,2.77960319878021,0.00845772718697853,0.0445764299904842,-2.71094978700567
"TRIP11.1",3.23614966312909,10.8688304673597,2.7792044260841,0.00846631270883837,0.0445764299904842,-2.71184171140803
"GSTT1A.2",2.79744871512629,11.102290326738,2.77909693410859,0.00846862838296174,0.0445764299904842,-2.71208212187223
"PPA2.2",2.04288885213706,10.5491759909919,2.77809467216333,0.00849024824341106,0.0446431388141424,-2.71432343774555
"PTBP1A",-2.77469383795272,11.5650502621886,-2.77573290207703,0.00854139729143978,0.0448648131413521,-2.71960291690947
"CABZ01043370.1.1",2.50531024540608,10.6365953869965,2.77376141986124,0.0085843131029712,0.0450428205928773,-2.72400774717852
"A0A8C6MAI7",3.06143473521399,11.1948661486483,2.77287931590981,0.00860357984799965,0.0450964952116789,-2.72597795894074
"LARP1B.1",-2.43444679353773,12.0539256793155,-2.77227575034625,0.00861678596727171,0.0451183231654626,-2.72732581337829
"pex19",-2.20819354485536,10.4328523391245,-2.7716728806108,0.00862999567177254,0.0451401241112631,-2.72867192605448
"ATP2A2B.2",1.9508691138543,10.6805468847109,2.76858468444539,0.00869795798676854,0.0454479689570419,-2.73556443287506
"G4P62_017451",-2.60948348823135,11.3164746541037,-2.76718899152273,0.00872883610001441,0.045561602655933,-2.73867784377992
"LOC107379693",3.03465687898558,11.431325967064,2.76613644113073,0.0087521899273369,0.0455914616978407,-2.74102512995509
"TMOD2",-2.26937897542124,11.1769870813906,-2.76583219615009,0.00875895127857803,0.0455914616978407,-2.74170351789971
"VARS",2.37967999141228,10.750795104887,2.76569659821718,0.00876196628621828,0.0455914616978407,-2.74200585091337
"BRD3A",-1.90670602601663,9.86974027694567,-2.76445628097133,0.0087895894176153,0.0456875533269795,-2.7447708553282
"MRPL24.1",1.9100858592142,10.6644242944259,2.76279671120464,0.00882667631289806,0.0457632596611558,-2.74846923988533
"CYC1.1",3.15152832050324,11.5500257128221,2.76270229672103,0.00882879058616371,0.0457632596611558,-2.74867960150361
"DDX17",-2.0582464095178,9.8473574459014,-2.76195152657813,0.00884561973229314,0.0457632596611558,-2.75035220162162
"AGXTA.1",2.96525311477132,11.6869000835403,2.76188380214915,0.00884713929711567,0.0457632596611558,-2.7505030668211
"utrn",-2.58759190324036,10.3143117375884,-2.76157334314089,0.00885410831636457,0.0457632596611558,-2.75119462519872
"CABZ01073334.1.3",1.88369882772265,10.5116298713193,2.76134754454445,0.00885918012678888,0.0457632596611558,-2.75169756809343
"BX005008.1.1",-2.21281533305247,10.4160496739827,-2.76033217405509,0.00888202040471221,0.0458337971246266,-2.75395887304814
"IDO1",3.10137747809471,12.3184753231827,2.75948617016849,0.00890109262626169,0.0458464594692264,-2.75584257706853
"LOC107383989",-2.73816817172516,11.2539375465527,-2.75904845209345,0.008910975423087,0.0458464594692264,-2.75681704987224
"NDUFA12",2.22361788726971,11.0118402685924,2.75900145134984,0.00891203721145283,0.0458464594692264,-2.75692167967253
"LMNB1.1",-2.45132376264372,10.2540176327407,-2.75834228672115,0.00892694071046718,0.0458758333112577,-2.75838894532393
"PPM1BB.1",-2.27547719866268,10.2342646240789,-2.75665609841297,0.00896517030079816,0.0460220183867094,-2.76214128310838
"HADHAB.3",2.56777332594383,12.1846899613031,2.75627496643305,0.00897383244293954,0.0460220183867094,-2.76298922536126
"G4P62_010930",2.76455198323841,11.8822295091492,2.75541809849376,0.00899333522041518,0.0460277627364859,-2.76489530867601
"PPP1R21",-1.97115075426139,9.98028567130239,-2.75529472336448,0.00899614654476692,0.0460277627364859,-2.76516972237406
"CCT8.2",-2.64194789455636,10.6985922001746,-2.75501057263917,0.00900262453523251,0.0460277627364859,-2.76580170656786
"HMGN3",1.85876830571336,11.4383939719973,2.75055807437728,0.00910469877787365,0.0465019927344826,-2.77569908434141
"TRAPPC8",-2.06329599829139,9.63670593928985,-2.74763139077642,0.00917237764947891,0.0467877547598373,-2.78219912250638
"Nfu_g_1_009929.1",2.25623255503278,15.9730931489991,2.74732881637552,0.00917940118434483,0.0467877547598373,-2.78287087201932
"LRP1.3",-2.26489813421164,10.1075932196754,-2.74604079629366,0.00920935535728274,0.046884860584121,-2.78572988734407
"GAPDHS.2",-2.04663374452315,10.3154402317476,-2.74570222825046,0.0092172441348743,0.046884860584121,-2.78648126210423
"GIGFY2",-1.96054790496853,9.76069307556391,-2.74494439710911,0.00923492465587012,0.0469073264115958,-2.78816287864009
"EPHX1L.2",2.39067332539597,11.1593763529127,2.74435423714213,0.00924871513289231,0.0469073264115958,-2.7894722271109
"A0A8C6MB65",2.28528201825231,10.7407449266836,2.74430521282106,0.0092498615609239,0.0469073264115958,-2.78958098589596
"MEGF8",2.50260318510957,10.0725445333159,2.74369545930179,0.00926413160161158,0.0469319966416668,-2.79093359816624
"G4P62_019174.1",2.38929349311518,10.3452994829218,2.74220050413961,0.00929920448090753,0.0470618969165604,-2.79424902376863
"NDUFB11.1",2.29332870452339,10.4511098650001,2.74122117598222,0.00932224708152351,0.0470958122233232,-2.79642028678286
"G4P62_019174.2",-2.91309874106561,10.7671056360474,-2.74111357466706,0.00932478205944757,0.0470958122233232,-2.79665881841571
"CPNE1.3",2.71570757341945,11.5246850133837,2.74047991351884,0.0093397234530304,0.0471235794040664,-2.79806340145134
"tpm4a",3.12044201026568,11.4935375957817,2.73908415086834,0.00937271318417863,0.0472241088337164,-2.80115652773985
"RPS6.2",3.29158359625407,12.2870925703335,2.73820856716484,0.0093934633060285,0.0472241088337164,-2.80309637251426
"PPP6R2A",2.04995980325118,10.4598944927613,2.73810544330436,0.00939591000218938,0.0472241088337164,-2.80332481565828
"LSM1",-2.67820579487678,10.555223953357,-2.73803831382957,0.00939750302041692,0.0472241088337164,-2.80347351993392
"CLPP",-2.10177674228383,10.560130563168,-2.73674807737393,0.00942816974999997,0.0473305503546276,-2.80633117401383
"GMFB",1.86324564890306,11.9724316264234,2.73552180392708,0.00945740220887047,0.0474295849469986,-2.8090463505649
"CHDH",2.73247151691865,11.0720531546885,2.7332614985348,0.00951150480047628,0.0476530210385307,-2.81404897753795
"LOC107394134.2",3.6757232630728,12.6295485368345,2.73161418006852,0.00955111564235381,0.0478034774878089,-2.81769321661847
"EHHADH.2",2.72407432335765,11.3142810015827,2.72688978935579,0.00966556674494076,0.0483256470826252,-2.82813670450653
"Nfu_g_1_020032.2",2.5682610151355,10.9341673504924,2.72651034646301,0.0096748139149384,0.0483256470826252,-2.82897497034424
"LRP1.1",2.10967541569487,10.7780573128424,2.7255643812883,0.00969790317506189,0.0483925368435588,-2.83106446727488
"PDP2",1.82197370601914,9.63436817267998,2.71998399191703,0.00983515283530426,0.0490283842639043,-2.84338110081573
"MRPL40",-2.17985282149004,11.7417341042971,-2.71943226591919,0.00984881987391756,0.0490475161385715,-2.84459793608733
"G4P62_014376",-2.25705177356728,10.6762274149592,-2.71876007540927,0.00986549477225333,0.0490815741909712,-2.84608023885236
"ARHGEF1B",1.83654078135894,10.7818822586716,2.71685982729997,0.00991277546914481,0.0492140359797466,-2.85026933822961
"CSNK2A1",-2.68084686525271,10.3354082112949,-2.71650521304068,0.00992162195482968,0.0492140359797466,-2.85105087396442
"Nfu_g_1_010036",1.95521940144904,10.6155130852275,2.71643889698671,0.00992327713881032,0.0492140359797466,-2.85119702077332
"PUF60.3",1.88202749943691,10.7833096763228,2.71610679272541,0.00993156998629355,0.0492140359797466,-2.85192887451309
"SRPRB",-1.81211998379274,9.86224193934058,-2.71439865450408,0.00997432477910888,0.0493768657219775,-2.85569215190762
"GSTT1B.2",2.72073763633208,11.6376527842374,2.71144286732588,0.0100487113150522,0.0496958071973346,-2.86220052367006
"ALDH5A1",-1.98112142598262,10.528800348743,-2.70898420831255,0.0101109780349263,0.0499542380141409,-2.86761072857673
