"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Nfu_g_1_015790",-2.38028464835273,9.98778274601481,-3.99108573481969,0.000294358535828614,0.00642857451102182,0.307559523277542
"Nfu_g_1_000695",4.92217014659334,11.9858096162949,3.99036348449094,0.00029498717230824,0.00642857451102182,0.305615245170467
"G4P62_017877",-2.67865489303172,9.7952868447467,-3.98910370658442,0.000296086795332382,0.00642857451102182,0.302224265789128
"LOC107394134",-4.94421022328449,12.3823116136474,-3.98885193020648,0.000296307041590184,0.00642857451102182,0.301546599288987
"TAT",-3.63633546524136,11.1656810140977,-3.9742764850362,0.000309332754338804,0.00668212313485121,0.262342994817487
"GDI2.2",4.00302203084156,11.6696281369539,3.96253945458469,0.000320225433389224,0.00685061328439584,0.230812453204033
"MANF.1",-4.08341968213404,11.6592217071583,-3.96162106229074,0.000321093331332792,0.00685061328439584,0.22834673174976
"A0A8C6MB65.1",-3.5228286016956,11.4984560778022,-3.96085148897584,0.000321822354804608,0.00685061328439584,0.226280726985804
"VAT1.1",-3.07149090512703,10.9105966402711,-3.95927004127611,0.000323325533036475,0.00685061328439584,0.222035625228568
"P4HB",5.49054615504827,14.084640678826,3.95856598370141,0.000323996940905294,0.00685061328439584,0.22014591725309
"uox.1",-4.23217215764111,12.2278292318282,-3.95150366401223,0.00033080724611566,0.00696509771357444,0.201197427057065
"GPT.1",-3.1831357761449,11.2279713202491,-3.94867672677623,0.000333572160740571,0.00699380286594726,0.193616192259354
"CSRP1B.1",-2.36944010233883,9.95977199404006,-3.94538619841585,0.000336818813502772,0.00703232585514156,0.184794272815583
"CU914772.1.2",-2.92362725895853,10.2244964244033,-3.94332745847714,0.00033886571186335,0.00704455464140465,0.179276190045623
"EPCAM",-3.07049724502391,10.4533167910362,-3.94196399277571,0.000340227989695095,0.00704455464140465,0.175622262233525
"HSP90B1.1",5.43653446172752,13.0055947887589,3.93890139039003,0.000343307371606863,0.00705548136848976,0.16741658561051
"CAP1.1",-4.51943917984707,11.8741280353073,-3.93862801224122,0.000343583561631866,0.00705548136848976,0.166684236481522
"RPLP2L.1",-4.48109063763809,11.9022522508585,-3.93676106937234,0.00034547549246195,0.00706525699748005,0.161683421332583
"SSB.2",-3.33978307562203,10.9313749435145,-3.93450955248215,0.000347770624049928,0.00707648216403977,0.155653674779675
"LRPAP1",-3.60864033228276,11.0161118605205,-3.9322357048389,0.000350103565120235,0.00707648216403977,0.149565450772077
"ACADM.2",-3.95005126276855,11.3441793992872,-3.93206552692467,0.000350278776456478,0.00707648216403977,0.149109853301353
"UBXN4.2",-3.28259926344395,10.5465781899168,-3.92974977648401,0.000352671511797335,0.0070960921123738,0.14291090857779
"SAFB",-4.04809989529906,11.6853153360268,-3.92821600510267,0.000354265012671238,0.0070995277639738,0.138805977531893
"NPC2.1",-4.68057624862151,11.9487158192556,-3.92505443003766,0.000357571826571948,0.00713713365837608,0.130346373821729
"G4P62_015113",3.23837277852362,11.7199088673165,3.91630726304533,0.00036687796075174,0.00729370925956647,0.106954629097778
"AARS.2",-3.77799557003094,11.9876504798764,-3.91031272075933,0.000373391078531235,0.00736642209392783,0.0909355146314264
"TPRA",-2.50742234400473,10.241543598199,-3.91018124981335,0.000373535174663906,0.00736642209392783,0.0905842925944054
"LOC107374251",3.53310363215541,10.9425489948919,3.90888011883675,0.00037496417071296,0.00736642209392783,0.0871085916365546
"FAM50A",2.50286916153235,10.9928494673274,3.9039114911441,0.000380470116022172,0.00744527795666916,0.0738400326720567
"NOP16",-3.10034890877461,11.1666794903137,-3.8915382479525,0.000394525029437794,0.0076901558472445,0.0408260416245039
"PSMC1",-3.48739399113631,11.2965730898436,-3.88877984114928,0.000397726411666531,0.00772239219539295,0.0334716696928208
"f2",2.33661295731683,12.774251920688,3.88730815428539,0.000399444746256308,0.00772569489852316,0.0295487375715862
"HSD17B10.3",3.50705489234908,11.0333155096156,3.88429705958508,0.000402982984381698,0.00774916402301879,0.0215241593558932
"G4P62_008564.2",-4.17891285336686,11.0425591462399,-3.88363581522061,0.0004037640573116,0.00774916402301879,0.0197622655585068
"CALUB",-4.11162933922394,11.0586982530041,-3.88107304852011,0.000406805155416195,0.00777761580661614,0.012934848846939
"XRCC6.2",2.78466269624788,10.6499847596143,3.87951230409726,0.000408668093441263,0.00778341139798436,0.00877776332147029
"TKT.2",4.81908694925037,12.6068288556803,3.87737520722063,0.000411232421976135,0.00780247066791222,0.00308660884802237
"QARS.1",-3.83904058636969,11.0236636036653,-3.86911049229495,0.000421297205383545,0.00795179386110297,-0.018910997572287
"XPNPEP1",-3.50841613281892,11.4154723676647,-3.86830595158961,0.00042228965394635,0.00795179386110297,-0.0210514007819977
"G4P62_009398",-2.96076864980976,10.0741495632676,-3.86194473239702,0.000430216911842274,0.00807061048907124,-0.0379686310258895
"PDXDC1.1",2.40475503996825,10.3512552709424,3.85774430866348,0.000435530399157669,0.00813420473597833,-0.0491333391946753
"ACO2",-2.94010836501393,11.7962391862064,-3.85570142523037,0.000438137591040073,0.00813420473597833,-0.0545615746072468
"HHIPL1",-2.74056344362309,10.5364058973855,-3.85542057024624,0.000438497209214062,0.00813420473597833,-0.0553077575628587
"PHYHD1.2",-4.66952878610002,11.5742734954832,-3.85116237651022,0.000443984796715857,0.00820549679856342,-0.066618394183231
"G4P62_018229",-4.63166241755814,12.2319567027106,-3.84842237788629,0.000447551042440528,0.00823055709577216,-0.0738937640333015
"DDX17.1",3.1043193570109,10.6255428925468,3.84759025387717,0.000448639585180366,0.00823055709577216,-0.0761028495117362
"ACTA2",-4.45255800006047,10.9698261021478,-3.84289666945249,0.000454827772041978,0.00831351861717755,-0.0885595970683042
"UQCRH",-3.95027600445068,11.5553670839042,-3.83984159812571,0.000458900093963686,0.00835734112729487,-0.0966644746399767
"GOLGA2",-2.86100360147996,10.6125054041776,-3.83725960772557,0.000462369373132268,0.00838990244338188,-0.103512291046609
"FARSA",-3.09502915168256,10.4187117742149,-3.83577393561067,0.000464377106629288,0.00839580348579763,-0.107451673849927
"AGLA.1",-4.01723262716736,12.2822158228908,-3.82494745440374,0.00047926547770575,0.00863369939982561,-0.136140456228828
"CABZ01085054.1.1",-3.47295206238978,10.9110789966895,-3.82232936522919,0.000482934743039415,0.00866850492002403,-0.143073144852666
"NDUFA2.1",-3.67326649848213,11.116753126407,-3.8206601504768,0.00048528836041446,0.00867953017372099,-0.147492216089534
"NPEPPS",-2.98731148387125,10.1426858644886,-3.81509169770307,0.000493220670643396,0.00869088474574137,-0.162228454784692
"PSMD4B.1",-3.49183988132305,11.1859344439087,-3.81473441609181,0.000493733890421623,0.00869088474574137,-0.163173659775259
"VRK3",-2.83724401019606,10.1411345371833,-3.81440184296561,0.000494212082742019,0.00869088474574137,-0.164053465018877
"PUF60.2",-2.80281592029006,9.45728479252059,-3.81401767501559,0.000494765019884062,0.00869088474574137,-0.165069722951046
"GSPT2.2",2.87819075075538,11.0124728145019,3.81251636834998,0.00049693162406366,0.00869088474574137,-0.169040802641026
"IMPDH",-2.62773049372187,10.0293142615767,-3.81246076244855,0.000497012047860282,0.00869088474574137,-0.169187872619561
"TMED9",-3.34964675084457,10.708128847708,-3.81061986824935,0.000499681700428778,0.00869088474574137,-0.174056292471765
"TCP1.2",-3.52751170713253,11.1742194114233,-3.8104996674778,0.000499856497400355,0.00869088474574137,-0.174374141566775
"LUC7L2.1",-2.69647862176022,10.2050286215247,-3.80735070746785,0.000504456915079725,0.00874041668836051,-0.182699538799446
"LOC107380949",-4.39590593656025,12.2090280333138,-3.8061247756768,0.000506258994582183,0.00874128852237056,-0.185939967110686
"COX5B2.2",3.86968839141712,11.8125597366656,3.80422204182326,0.000509068314476665,0.00875948582496054,-0.19096850001115
"GCSH.1",-3.72906099651778,11.6343607669826,-3.80118950045028,0.00051357701178615,0.00877678256323522,-0.198980756793288
"CTRL",-4.01295182278696,11.1181768730506,-3.80117994183758,0.00051359128426146,0.00877678256323522,-0.199006007406375
"SHMT2.2",3.96709809346578,11.3912329690901,3.79569870380945,0.000521839234347764,0.00887222169711533,-0.213481293978869
"MYL12.2.1",-2.81198230358958,11.4129559501334,-3.79511038699017,0.000522732099990362,0.00887222169711533,-0.215034458345826
"DRG1",3.23370206908312,10.285191177288,3.79379755042289,0.000524729881536574,0.00887593935209324,-0.218500008124003
"COPA",-3.08567039872572,10.6288984646938,-3.79080795454836,0.000529306879086783,0.00892311259001029,-0.226389930302098
"PRDX4.1",4.38194713615254,12.0791804300276,3.78128827498983,0.000544140400576922,0.00914229157871664,-0.251496483883079
"PDIA3.1",-5.28803947109032,12.3341812511961,-3.7773476654862,0.000550397777173611,0.00921639230904806,-0.261881538338717
"ECH1.3",-2.644570861219,10.4427184483518,-3.77154129426274,0.000559744996496035,0.00934156365389704,-0.27717541883769
"CKB.2",-3.20346620168956,11.1045294038533,-3.76951483089812,0.000563043282825901,0.00936528660433749,-0.282510784794377
"Nfu_g_1_018794.3",4.41614285881358,12.1229960299068,3.76822470987568,0.000565152888600985,0.00936670909355187,-0.285906852569854
"TPRB.2",-2.81578339920549,10.1398420730741,-3.76717014534961,0.000566882995241015,0.00936670909355187,-0.288682490048453
"PTMAB",3.18751236127344,15.2063251048596,3.76335982255732,0.000573177006424362,0.00938582845346553,-0.298708642907049
"HDDC3.2",-2.86080019979011,10.6578459829303,-3.76315869181308,0.000573511113579069,0.00938582845346553,-0.299237763146226
"ACSS3.1",-2.92767879448927,10.3560430858549,-3.7630553205647,0.000573682901464326,0.00938582845346553,-0.299509700164105
"RPS12.1",5.01287001874303,12.5318753179662,3.75964244762022,0.000579382652012678,0.0094481027239976,-0.308486133410623
"G4P62_008547",-3.69664076159419,10.7508965534262,-3.75563218994579,0.000586150144194193,0.00951089668904084,-0.3190294292704
"KPNA4.1",-2.55017356913183,9.59727427949509,-3.7551050851952,0.000587045326698312,0.00951089668904084,-0.320414879863477
"MYNN",-3.3557218858206,10.6473953955779,-3.75293723133944,0.000590740926893261,0.00953946978872346,-0.326112043089741
"EIF4H.2",-3.81463254870521,11.194592838827,-3.75019484069176,0.000595448223785402,0.00953946978872346,-0.333317118826869
"FUOM",-2.05690847066337,9.88150298698453,-3.74982088203246,0.000596092927365173,0.00953946978872346,-0.334299447717409
"A0A8C6MHX6",2.74363703361245,10.9530778342412,3.7492904276809,0.000597008587861638,0.00953946978872346,-0.335692794722145
"PGD",-3.89341079818508,11.3491341610561,-3.74850461587786,0.000598367543861812,0.00953946978872346,-0.337756737784628
"EFTUD2",-3.28301641066439,11.1257696315174,-3.74432711383302,0.000605642378276135,0.00962469894139463,-0.348725928590961
"RPS20",6.30182852948855,12.3538038817618,3.74303946952197,0.000607901926140587,0.00962621389338878,-0.352105955020013
"rpl23a",4.28175786514053,12.3693536831283,3.74092204297311,0.000611635314536422,0.00962621389338878,-0.357663065663121
"DARS.2",3.31629304226863,11.4636822364895,3.74049857022392,0.000612384627399648,0.00962621389338878,-0.358774295231278
"RPS12",-4.08553881609245,12.0384933666455,-3.73989502068212,0.000613454111843213,0.00962621389338878,-0.360357970062335
"Nfu_g_1_006859",-3.25476434461172,10.5309599684053,-3.73153496606459,0.00062845520125348,0.00979755026013048,-0.382283063760388
"CCDC6A",-2.91297855872429,10.6640507417488,-3.73100452069945,0.000629418897854246,0.00979755026013048,-0.38367350763378
"VDAC3.3",-3.55273923141556,11.2101772415184,-3.73000852449258,0.000631232255663079,0.00979755026013048,-0.386284061731137
"PWP1",-2.88157043777574,10.6529379585748,-3.72946350049304,0.000632226690132668,0.00979755026013048,-0.387712470362438
"GALM",-2.4450592510306,10.1767306918648,-3.7262528512298,0.000638115569481781,0.00983431582230395,-0.396125192685099
"EPRS.8",3.08336015076744,10.8077523032218,3.7250235701829,0.000640384295359338,0.00983431582230395,-0.39934540570234
"CALRL.2",5.0479149579366,13.9329482680031,3.72495474279311,0.000640511551552862,0.00983431582230395,-0.399525691881814
"PHYH.1",-4.13598458211069,11.2885434349735,-3.72319931996172,0.000643765462415636,0.00984526316676011,-0.404123358524813
"DDOST.2",3.8276686558663,11.4425063304051,3.72244395182028,0.000645170552210532,0.00984526316676011,-0.406101475049915
"DHTKD1.1",-4.06619426378375,11.2022459823741,-3.72025386069939,0.000649261210235946,0.00987747999718711,-0.41183579532803
"LIPF.2",-3.58578667389784,11.2276653121309,-3.71817829802962,0.000653161090440387,0.00990660742035724,-0.417268912891221
"CU928083.1.3",-3.8280713639649,11.1451107526089,-3.7151948445486,0.000658806553821078,0.00996195364717327,-0.425076304398722
"RCN3.2",-3.87421705595743,11.7180346428924,-3.71255328223011,0.000663844423364412,0.0100078056573668,-0.431986757625013
"F11R.1",-2.99015206971773,10.6532776685513,-3.7095808975316,0.000669557754848213,0.0100635337249777,-0.439760132737249
"LOC107381205.1",-2.66156553872886,10.1598315259409,-3.70806108458341,0.000672497379780759,0.0100773631384564,-0.443733709938257
"LIG3.3",-3.19424469360222,10.4932922126933,-3.70105379180783,0.00068621301777258,0.0102521046667221,-0.462045316849391
"NDUFA9",-3.40961237886737,10.9484676623506,-3.69800081628109,0.000692272914767135,0.0102836185084424,-0.470018737382683
"snx4",-3.36076199481692,10.8766155347329,-3.69754095039929,0.000693190179130785,0.0102836185084424,-0.471219516982388
"ACTN4.1",-3.76553690206555,11.3554241696747,-3.69688284741746,0.000694504897263543,0.0102836185084424,-0.472937811242738
"A0A8C6LC26",-4.8358378877715,12.1055239652851,-3.69535569757009,0.000697565033829079,0.0102914844415784,-0.476924659655168
"FASN.2",4.43199653525621,12.3331907404452,3.69456181939202,0.000699160967073161,0.0102914844415784,-0.478996912863814
"CHDH.2",-3.2178021129223,10.7221089703575,-3.69328511192477,0.000701734933482178,0.0102989921119884,-0.482329086083717
"CKBB",3.48329299813473,11.851574591555,3.6877766827406,0.000712945812611551,0.0104027833976742,-0.496700206414601
"EIF2B3.2",2.29327914508313,10.7347898512433,3.68605578186064,0.000716483561007793,0.0104027833976742,-0.501188007679218
"CABZ01038928.1",-3.5945540438848,10.6921810217473,-3.6846177353123,0.000719452830946254,0.0104027833976742,-0.50493747558394
"G4P62_004806",-3.17508634903158,10.2099156469682,-3.68436278123008,0.000719980497610801,0.0104027833976742,-0.505602159517934
"STAM2.1",-2.48138894557326,9.96423054760455,-3.68420159499675,0.00072031429015264,0.0104027833976742,-0.506022373466627
"HADHAB.2",-4.09386354489952,11.6559531857956,-3.6837186743016,0.000721315241602261,0.0104027833976742,-0.507281304035558
"NCL",-4.52273761731393,11.7792850319697,-3.67487689997561,0.000739880854590569,0.01063978520002,-0.530318261732941
"CHD2",-2.94894727966361,9.8459852749453,-3.67146499104987,0.000747167735727745,0.0107136982795444,-0.53920139718441
"GAR1",-2.60988975338888,9.91755132750834,-3.66930477665086,0.000751817122265654,0.010726149508048,-0.544823788729224
"AIDA.1",-3.38646655811679,10.9334268905563,-3.66906489445817,0.000752335135835032,0.010726149508048,-0.545448040595402
"G4P62_001145",-2.70219350441612,9.90790307006328,-3.6660894042665,0.000758789273586072,0.010768775697885,-0.553189746397129
"GCAT",-2.83830287262934,9.68668060003841,-3.66546143001629,0.000760158227928169,0.010768775697885,-0.554823272485347
"plg",-3.50111719361925,11.0145883780322,-3.66471012855362,0.000761799162595876,0.010768775697885,-0.556777443153866
"STBD1.3",-2.60812110689696,10.2288085056743,-3.66230778611039,0.000767069154159406,0.0108033806624803,-0.563024864780487
"NAPG.1",3.20341120215368,10.21769020971,3.66162327865894,0.000768577181398896,0.0108033806624803,-0.564804632758864
"CPOX.2",2.92940124319425,11.0240032347582,3.65984449848902,0.000772509376099215,0.0108281510863345,-0.569428900947798
"EEF1B2.1",-4.28084975011904,11.371418041873,-3.65817821003265,0.000776210505484004,0.010849553003824,-0.573759825807524
"ENO3",5.12786888601191,12.9972130681416,3.65606445980916,0.000780930160387947,0.0108850321238432,-0.579252513884863
"G4P62_010986",-3.40391326152808,11.5251485584878,-3.65400953051618,0.000785545021943812,0.0109118962755573,-0.584591005839596
"PRDX1",3.09154866365484,12.0140729717776,3.65240694037533,0.00078916229705403,0.0109118962755573,-0.58875344503967
"TARS",-3.17136189634985,11.3188780978176,-3.65229403467706,0.000789417746588416,0.0109118962755573,-0.58904666673243
"PRRC2C",-2.81576952252485,9.78827050441237,-3.65055922736242,0.000793352800696101,0.0109359957886009,-0.593551541818488
"SDHA",2.79013921823215,10.9444386967136,3.64794608088449,0.000799315937293492,0.0109639982519992,-0.600335457864336
"UGP2A",3.76862984680023,12.4603299991331,3.64737641651619,0.00080062162728865,0.0109639982519992,-0.601814060988361
"ACOT9.1",-2.80635998494048,10.7416633822761,-3.64678653514151,0.000801975824044032,0.0109639982519992,-0.603345030569
"AKAP12B.1",-2.7105648172911,10.1160837375406,-3.64016246254884,0.000817335327037942,0.0111434515899435,-0.62052948206383
"SF3A3",2.35866900248113,13.1052076644568,3.63904318675298,0.000819958508139297,0.0111487546474526,-0.623431779411306
"idh3a.1",-3.68558384082141,10.9066193350651,-3.63688430370926,0.000825041113053495,0.0111873781362417,-0.629028666705445
"SEC13",-2.64368697708589,10.0508978553895,-3.63306296489306,0.000834112189223013,0.0112797285209291,-0.638931816605897
"AGPS.1",-2.76036847827472,10.2305503422305,-3.63150769312634,0.000837831561543546,0.0112941754394082,-0.642961030095812
"ETFDH.1",-3.35539823571029,10.9930360530247,-3.62944869061628,0.000842780197811972,0.0112941754394082,-0.648294059828719
"MNF1",-2.90204080753026,10.6083259030884,-3.62894537241335,0.000843994160564993,0.0112941754394082,-0.649597499757217
"EIF2A.2",-2.6671590961946,10.6004452834919,-3.62884603410445,0.000844233955691236,0.0112941754394082,-0.649854745955843
"RPL3.2",4.66524593297661,12.3143594090719,3.62402192237436,0.000855958388130862,0.0113549738387903,-0.662343444890692
"PLS3.1",-3.54468057434527,11.5781549123678,-3.62256067652807,0.000859540646040467,0.0113549738387903,-0.666124855616362
"EHD1",-3.49488542432589,10.8211919801449,-3.62242202931919,0.000859881290804857,0.0113549738387903,-0.666483611088026
"PSMD2.1",-2.85190369613236,10.5108864491862,-3.62200730112432,0.000860901020953558,0.0113549738387903,-0.667556700792163
"CRYL1",-2.90277739245444,10.6584057290631,-3.62191712119284,0.000861122908873785,0.0113549738387903,-0.667790029801701
"NUP62L.1",-3.64418845784753,10.5707862839568,-3.62082017176317,0.000863826373739612,0.0113549738387903,-0.670628036286987
"GNB2L1",4.11491255666585,11.8598824703445,3.61983879175913,0.000866251947783533,0.0113549738387903,-0.673166715469525
"NAP1L4A.1",3.48229922662133,11.3131115082918,3.6195435408556,0.00086698297246074,0.0113549738387903,-0.673930423458923
"CHP1",-2.70301973913779,11.0481369887508,-3.61696210854837,0.000873399835660289,0.0114090711516881,-0.680606464256746
"MRPL46",-2.50367459037862,10.4835571167599,-3.61488940137125,0.000878585236753714,0.0114468415963473,-0.685965295254522
"VWA5A.1",-3.13529529631902,10.415914094882,-3.60887108968873,0.00089381028705103,0.0115899167053374,-0.701517318954622
"GMPPAA.1",-3.12080304403575,10.7259375710047,-3.60713371343972,0.000898252570270599,0.0115899167053374,-0.706004719033042
"PC.3",4.67409865128353,12.1255116140915,3.60712715801587,0.000898269372004451,0.0115899167053374,-0.70602164892064
"HSPA4A.1",-2.49052836287295,10.0142997469197,-3.60689785699167,0.000898857267528173,0.0115899167053374,-0.706613827713574
"PPP1R12A.1",-2.48412572585674,9.76720505162494,-3.60259370113996,0.000909961562711459,0.0117028561802324,-0.717726304569585
"VCP",-4.11498359580349,12.6408823999817,-3.60138162478487,0.000913112377071166,0.0117131896184707,-0.720854556866863
"OGDH",2.79992272318102,10.9596650303936,3.59588888559355,0.000927523083568557,0.0118472720995976,-0.735024777597244
"TMEM41B",2.64615769325307,10.1953021588874,3.5951206923685,0.000929555890942672,0.0118472720995976,-0.737005783614762
"ASS1.2",-3.68103539427082,10.6049455260236,-3.59419063304432,0.000932022775411422,0.0118472720995976,-0.73940394910047
"Nfu_g_1_018506",-3.11822977235653,11.6197785792592,-3.59379964552145,0.000933061710449266,0.0118472720995976,-0.740412028990806
"DYNC1I2A",-3.66386213211256,10.5377569264086,-3.59148539329567,0.000939234040368956,0.0118953752828454,-0.746377820111602
"OLA.26123",2.6331860590236,13.0422220581015,3.58730171124374,0.000950492270530645,0.0120074846327795,-0.757158254901638
"CAPZA2",-3.48421878853462,10.9395812065077,-3.58411727152552,0.000959148551585471,0.012041474343721,-0.7653600005699
"CNPY1.2",-3.64173624596343,11.1927092819837,-3.58385089002667,0.000959876088991776,0.012041474343721,-0.766045933149992
"LDHB",-5.22189322242695,12.4506379508527,-3.58248865051069,0.000963604933848738,0.012041474343721,-0.76955333507364
"GCDHL",-3.34803820726002,11.5396176933382,-3.58202475216449,0.000964877939187234,0.012041474343721,-0.770747609274397
"XRCC6",-2.40235685747627,10.2580321927177,-3.58188984637112,0.000965248444386453,0.012041474343721,-0.771094901570059
"NOL8",-2.35995422491282,10.3726214359296,-3.58097158805081,0.000967773990817789,0.0120428733520717,-0.773458643599068
"CKAP4.3",3.50807374641428,10.5483302643322,3.57752952704321,0.000977297665261325,0.0121021171124948,-0.782316571503245
"H6PD",-3.50905096826714,10.3898597485474,-3.57749796456695,0.000977385410087259,0.0121021171124948,-0.782397777413003
"OLA.16066.2",-2.75300194450081,10.4620822162443,-3.57466827173587,0.000985282956479752,0.01214445154562,-0.789676846280746
"EIF3H",-2.90045332027636,11.0572659218555,-3.57452947121213,0.00098567191903329,0.01214445154562,-0.790033826815753
"GRHPRB",-3.65689351589727,11.4656751726284,-3.56979403324071,0.000999031005758853,0.0122787308343268,-0.802209048242532
"EIF2S3",-3.39977849205913,11.5972313452477,-3.56794624938048,0.00100429089487753,0.0123130505293339,-0.806957837531119
"NCL.4",4.13791775721223,12.678501964805,3.56466175611687,0.0010137063803398,0.0123980265634696,-0.815396148567198
"RPS15",-4.5882963881183,11.2594746213215,-3.56226157273575,0.00102064052491114,0.0124523134946371,-0.821560269138259
"RPL13.1",-3.83041229661995,11.1674129848488,-3.56126892613911,0.00102352160990723,0.0124570069108222,-0.824109008512375
"TOLLIP",-2.54038555044771,9.98645095762267,-3.55997284145495,0.00102729518430056,0.0124725133081747,-0.827436365200436
"CARS.2",3.20292857415287,11.1320221299478,3.55581489289154,0.00103949170535866,0.0125884777324923,-0.838107004677217
"GSTT1B.1",-3.36320951271344,10.6985925048625,-3.55499958677354,0.00104189952793369,0.0125884777324923,-0.840198663197537
"PPT2",-3.82357281706967,11.8693043286658,-3.55400199260164,0.00104485299743183,0.0125884777324923,-0.842757675762298
"TUBA8L3",-3.42064415285119,11.8372494883445,-3.55329953233274,0.00104693752685056,0.0125884777324923,-0.844559414811634
"CAP1.2",3.79518465301765,11.6694877977627,3.55112731738377,0.00105340885390367,0.0126358417812002,-0.850129874303602
"SRSF3.1",4.16085724186844,11.6054962160091,3.5500751230068,0.00105655730306129,0.0126432156889109,-0.85282756550586
"FAM114A1.1",-2.72485736224,10.2059666891611,-3.54733258870011,0.00106480630877769,0.0126561985470712,-0.859857316400744
"utrn.2",2.12288449940109,10.5393106632718,3.54655444139283,0.00106715808285404,0.0126561985470712,-0.861851425884217
"UBXN4.1",2.53948097051813,10.7438957081141,3.54628624776989,0.001067969794461,0.0126561985470712,-0.862538661524942
"ACBD3",-2.61143087801252,10.251981609183,-3.54543239107255,0.00107055802382878,0.0126561985470712,-0.864726473933917
"TRMT1",-2.8657424806929,10.0588923581064,-3.54461819228822,0.00107303165981384,0.0126561985470712,-0.866812442428806
"hpxb",-2.87355633492607,10.9222736391201,-3.54408504629796,0.00107465440023696,0.0126561985470712,-0.86817823521157
"ATP1A1",-2.44896628946848,9.45001721482458,-3.54311586698829,0.00107761034557192,0.0126561985470712,-0.870660794919973
"DHTKD1.2",3.27159628780363,11.2043180853499,3.54301031608681,0.00107793274198503,0.0126561985470712,-0.870931145104888
"RPS7.1",5.01783935573836,12.0453926049108,3.53701723214583,0.00109639105139125,0.0128379972843708,-0.88627518613441
"porb",-3.28786330156247,10.78551697048,-3.53631872133329,0.0010985620922698,0.0128379972843708,-0.888062783816196
"phf5a",-2.83210003548383,10.2576901554288,-3.5344693089812,0.0011043302283907,0.0128752519618448,-0.892794915907495
"CYC1",-2.80811822405502,11.076488771547,-3.53080105050911,0.00111585744471269,0.012979320860411,-0.902177522696065
"ECI1.1",-3.05285487705067,10.8643937484443,-3.52945955172325,0.00112010181706953,0.0129983908538999,-0.905607638440816
"ACAP2.2",-2.13303152346611,9.71640018359717,-3.5282606288787,0.001123908222659,0.0130123016962144,-0.908672677644697
"G3BP1",-3.53493655723535,10.501173270997,-3.52699439293027,0.00112794183770463,0.0130287726160789,-0.911909268914308
"Nfu_g_1_021485.1",-4.28932875321908,11.7336768968458,-3.52556725836506,0.00113250467774457,0.0130345609860948,-0.91555647127981
"G3BP2.1",-3.19602187139755,11.0770054481041,-3.52520452716167,0.00113366722804913,0.0130345609860948,-0.916483360408497
"MYH10.4",3.44943800654623,11.296821536759,3.51833090005556,0.00115591516965463,0.0132598084978772,-0.934039050129502
"OLA.22262.1",-2.63530429484679,10.2770070161439,-3.51364943519793,0.00117130727148264,0.013382294547208,-0.945986516000069
"PSMD13.1",2.43815630174504,10.2399099999684,3.51345328907346,0.00117195645633865,0.013382294547208,-0.946486931435821
"PCBP2.1",2.99086785517473,11.3263864003007,3.51196324886914,0.00117689934296185,0.0134080541584009,-0.950287944985585
"ILF3B",-2.89441969350316,10.7694235305792,-3.50489036299877,0.00120063656861642,0.0136473268277812,-0.968320031360652
"PFKL",-2.87144062603035,10.2619291164202,-3.5032737856915,0.00120612615715918,0.0136785671005098,-0.97243900755537
"NAGK.1",-2.73860739127863,10.2195616866632,-3.50244180234036,0.00120896080255351,0.0136796245005487,-0.974558515178779
"GNMT.1",-3.19341239648056,11.0283504754815,-3.50039592986068,0.00121595852078976,0.0137276765129884,-0.9797694261339
"EEF1G",-3.77450967661768,10.3530845100346,-3.49759341808308,0.00122560742115114,0.0138025169823875,-0.986905160867819
"C7H11ORF68",-2.7467895664096,10.3590151109215,-3.49686719260214,0.00122811974753107,0.0138025169823875,-0.988753824474343
"EPRS.2",-3.39925898893532,11.4252974175461,-3.49541005056938,0.00123317555298287,0.0138281932795158,-0.992462538483342
"AHCY",-4.58187194827381,12.6550116743936,-3.48779810197752,0.0012599130788941,0.0140963369140843,-1.01182438908756
"CRATA.3",2.67469007404624,10.5191052893612,3.48683633203866,0.00126333070825667,0.0141029535440733,-1.01426931587056
"CROT",-3.15310397017065,10.4960063828256,-3.4854759328164,0.00126818005873447,0.0141254877077791,-1.0177270486776
"MAN2B2",-2.73626372131588,10.6862360760495,-3.48425268148644,0.00127255577757867,0.0141426577508186,-1.02083563721
"ARG1.2",-2.73432086822869,10.7137411940574,-3.48133009194404,0.00128306898798879,0.014147219608098,-1.02826054081924
"rpl8",4.36718357425544,12.4227885023875,3.4811911137486,0.00128357099444623,0.014147219608098,-1.02861354315696
"ZFPL1",2.84950384333019,10.0281074248095,3.480926893039,0.00128452591230605,0.014147219608098,-1.02928464067269
"MRPS16",-2.28571346586486,9.85143229237507,-3.47981960232366,0.00128853518366598,0.014147219608098,-1.03209679490563
"CLTC.3",3.66268117516297,11.6750633760894,3.47977566292977,0.0012886945266393,0.014147219608098,-1.03220837760419
"nop10",-2.66125146904604,13.1845997939649,-3.47931575451774,0.00129036348588146,0.014147219608098,-1.03337625961265
"HNRNPUL1.2",3.68509516293794,11.8478186736702,3.47864204499172,0.00129281205236326,0.014147219608098,-1.0350869291858
"FLNA.3",2.85252871532241,12.1640098797156,3.47752092734273,0.00129689659049476,0.0141608621150303,-1.0379332935755
"G4P62_016425.1",-2.94456303552682,10.5636268976162,-3.47581432044273,0.00130313800910545,0.0141840224303082,-1.04226528353244
